Rank,Name,Ticker,Sector,Industry,Revenue,Profit,m1-o,m1-c,m2-o,m2-c,m3-o,m3-c,m4-o,m4-c,m5-o,m5-c,m6-o,m6-c,m7-o,m7-c,m8-o,m8-c,m9-o,m9-c,m10-o,m10-c,m11-o,m11-c,m12-o,m12-c,ur-1,ur-2,ur-3,ur-4,ur-5,ur-6,ur-7,ur-8,ur-9,ur-10,ur-11,ur-12,gdp-1,gdp-2,gdp-3,gdp-4,gdp-5,gdp-6,gdp-7,gdp-8,gdp-9,gdp-10,gdp-11,gdp-12
11,Alphabet,GOOGL,Communication Services,Internet Content & Information,"161,857.00","34,343.00",67.4205,71.639,73.0825,66.9625,67.5695,58.0975,56.2,67.335,66.2045,71.676,71.285,70.9025,70.9585,74.3975,74.55,81.4765,81.608,73.28,74.183,80.8055,81.177,87.72,88.3328,87.632,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
12,Ford Motor,F,Consumer Cyclical,Auto Manufacturers,"155,900.00",47,9.29,8.82,8.85,6.96,7.11,4.83,4.63,5.09,5.02,5.71,5.73,6.08,6.1,6.61,6.65,6.82,6.77,6.66,6.71,7.73,7.83,9.08,9.16,8.79,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
13,Cigna,CI,Healthcare,Healthcare Plans,"153,566.00","5,104.00",205.39,192.38,193.82,182.94,183.41,177.18,169.72,195.78,192,197.32,196.44,187.65,187.96,172.69,173.89,177.37,176,169.41,169.35,166.97,169.89,209.14,213.53,208.18,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
14,Costco Wholesale,COST,Consumer Defensive,Discount Stores,"152,703.00","3,659.00",294.06,305.52,307,281.14,294.44,285.13,282.36,303,301.78,308.47,307.9,303.21,302.5,325.53,325.55,347.66,345.71,355,356.26,357.62,362.22,391.77,384.5,376.78,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
15,Chevron,CVX,Energy,Oil & Gas Integrated,"146,516.00","2,924.00",120.81,107.14,106.95,93.34,94.02,72.46,69.51,92,91.51,91.7,90.94,89.23,89.28,83.94,83.98,83.93,83.26,72,71.51,69.5,70.7,87.18,89.28,84.45,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
16,Cardinal Health,CAH,Healthcare,Medical Distribution,"145,534.00","1,363.00",50.92,51.21,51.43,52.12,52.31,47.94,46.15,49.48,49,54.69,54.48,52.19,52.32,54.62,55.55,50.76,50.52,46.95,47.19,45.79,46.8,54.59,55.4,53.56,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
17,JPMorgan Chase,JPM,Financial Services,Banks - Diversified,"142,422.00","36,431.00",139.79,132.36,132.66,116.11,116.63,90.03,85.1,95.76,93.5,97.31,97.75,94.06,94.89,96.64,97.02,100.19,99.55,96.27,97.12,98.04,99.39,117.88,120.34,127.07,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
18,General Motors,GM,Consumer Cyclical,Auto Manufacturers,"137,237.00","6,732.00",37,33.39,33.56,30.5,30.52,20.78,19.5,22.29,21.65,25.88,25.99,25.3,25.3,24.89,25.06,29.63,29.53,29.59,29.52,34.53,35.12,43.84,44.78,41.64,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
19,Walgreens Boots Alliance,WBA,Healthcare,Pharmaceutical Retailers,"136,866.00","3,982.00",59.28,50.85,51.04,45.76,45.92,45.75,45.07,43.29,42.77,42.94,42.7063,42.39,42.15,40.71,40.58,38.02,37.89,35.92,35.84,34.04,34.53,38.01,38.3823,39.88,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
20,Verizon Communications,VZ,Communication Services,Telecom Services,"131,868.00","19,265.00",61.38,59.44,59.61,54.16,55.16,53.73,52.5,57.45,57.76,57.38,56.7,55.13,55.09,57.48,57.87,59.27,59.12,59.49,59.4,56.99,57.67,60.41,60.43,58.75,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
21,Microsoft,MSFT,Technology,Software - Infrastructure,"125,843.00","39,240.00",158.78,170.23,170.43,162.01,165.31,157.71,153,179.21,175.8,183.25,182.54,203.51,203.14,205.01,211.52,225.53,225.51,210.33,213.49,202.47,204.29,214.07,214.51,222.42,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
22,Marathon Petroleum,MPC,Energy,Oil & Gas Refining & Marketing,"124,813.00","2,637.00",60.88,54.5,54.54,47.42,47.89,23.62,21.93,32.08,30.3,35.14,35.25,37.38,37.6,38.2,38.4,35.46,35.01,29.34,28.77,29.5,28.92,38.88,40.22,41.36,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
23,Kroger,KR,Consumer Defensive,Grocery Stores,"122,286.00","1,659.00",29.03,26.86,27.01,28.13,28.44,30.12,30.3,31.61,31.44,32.62,32.71,33.85,33.86,34.79,34.9,35.68,35.5,33.91,33.95,32.21,32.49,33,32.82,31.76,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
24,Fannie Mae,FNMA,Financial Services,Mortgage Finance,"120,304.00","14,160.00",,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
25,Bank of America,BAC,Financial Services,Banks - Diversified,"113,589.00","27,430.00",35.35,32.83,33,28.5,28.35,21.23,19.93,24.05,23.38,24.12,24.28,23.75,24.03,24.88,25.03,25.74,25.58,24.09,24.27,23.7,23.89,28.16,28.74,30.31,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
26,Home Depot,HD,Consumer Cyclical,Home Improvement Retail,"110,225.00","11,242.00",219.08,228.1,230.3,217.84,219.98,186.71,175.91,219.83,216.77,248.48,249.41,250.51,249.65,265.49,266.73,285.04,284.03,277.71,279.44,266.71,270.15,277.41,278.73,265.62,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
27,Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing,"109,559.00","3,076.00",112.08,91.37,91.29,74.86,75.27,53.65,51.47,73.17,70.55,78.26,78.03,71.9,71.77,62.02,61.31,58.47,58.38,51.84,51.19,46.66,47.38,60.58,62.78,69.94,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
28,Comcast,CMCSA,Communication Services,Telecom Services,"108,942.00","13,057.00",45.36,43.19,43.56,40.43,40.34,34.38,33.16,37.63,37.14,39.6,39.54,38.98,39.61,42.8,42.69,44.81,44.435,46.26,46.566,42.24,42.75,50.24,50.75,52.4,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
29,Anthem,ANTM,,,"104,213.00","4,807.00",,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
30,Wells Fargo,WFC,Financial Services,Banks - Diversified,"103,915.00","19,549.00",53.85,46.94,47.24,40.85,40.98,28.7,27.0197,29.05,28.5,26.47,26.61,25.6,25.73,24.26,24.25,24.15,24.02,23.51,23.57,21.45,21.7,27.35,28.15,30.18,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
31,Citigroup,C,Financial Services,Banks - Diversified,"103,449.00","19,401.00",80.13,74.41,74.7,63.46,63.85,42.12,39.14,48.56,46.31,47.91,48.14,51.1,51.76,50.01,50.56,51.12,50.88,43.11,43.33,41.42,41.86,55.07,56.55,61.66,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
32,Valero Energy,VLO,Energy,Oil & Gas Refining & Marketing,"102,729.00","2,422.00",94.63,84.31,84.3,66.25,66.97,45.36,42.08,63.35,60.83,66.64,66.83,58.82,59.2,56.23,55.23,52.59,52.28,43.32,41.62,38.61,39.35,53.77,54.9,56.57,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
33,General Electric,GE,Industrials,Specialty Industrial Machinery,"95,214.00","-4,979.00",89.84,99.6,99.68,87.04,89.68,63.52,60.16,54.4,53.36,52.56,52.64,54.64,55.44,48.56,49.12,50.72,50.16,49.84,50.16,59.36,60,81.44,82.64,86.4,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
34,Dell Technologies,DELL,Technology,Computer Hardware,"92,154.00","4,616.00",26.3862,24.7187,24.7288,20.5068,20.6386,20.0456,19.1333,21.6371,21.0796,25.1597,24.9569,27.8459,27.9067,30.3244,30.3649,33.4921,33.6645,34.3082,34.5565,30.5423,31.0137,34.9873,35.4029,37.1465,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
35,Johnson & Johnson,JNJ,Healthcare,Drug Manufacturers - General,"82,059.00","15,119.00",145.87,148.87,149.42,134.48,134.78,131.13,127.7,150.04,149.62,148.75,147.29,140.63,140.69,145.76,146.39,153.41,153.87,148.88,149.31,137.11,138.98,144.68,146.29,157.38,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
36,State Farm Insurance,,,,"79,395.30","5,592.70",,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
37,Target,TGT,Consumer Defensive,Discount Stores,"78,112.00","3,281.00",128.74,110.74,111.14,103,103.38,92.97,91.64,109.74,108.85,122.33,120.45,119.93,119.91,125.88,126.5,151.21,150.61,157.42,158.41,152.22,154,179.53,179.81,176.53,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
38,IBM,IBM,Technology,Information Technology Services,"77,147.00","9,431.00",135,143.73,144.25,130.15,130.75,110.93,106.36,125.56,123.19,124.9,124.64,120.77,120.27,122.94,123.5,123.31,122.85,121.67,122.36,111.66,112.65,123.52,123.9,125.88,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
39,Raytheon Technologies,RTX,Industrials,Aerospace & Defense,"77,046.00","5,537.00",,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
40,Boeing,BA,Industrials,Aerospace & Defense,"76,559.00",-636,328.55,318.27,318.75,275.11,279.54,149.14,138.91,141.02,143.23,145.85,145.45,183.3,185.88,158,156.51,171.82,170.71,165.26,170.15,144.39,145.75,210.71,214.31,214.06,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
41,Freddie Mac,FMCC,Financial Services,Mortgage Finance,"75,125.00","7,214.00",,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
42,Centene,CNC,Healthcare,Healthcare Plans,"74,639.00","1,321.00",62.98,62.81,63.31,53.02,53.51,59.41,56.36,66.58,65.35,66.25,66.04,63.55,63.97,65.25,65.65,61.32,61.12,58.33,58.36,59.1,60.02,61.65,62.515,60.03,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
43,United Parcel Service,UPS,Industrials,Integrated Freight & Logistics,"74,094.00","4,440.00",117.68,103.52,104.16,90.49,92.05,93.42,90.91,94.66,93.23,99.71,99.48,111.18,117.86,142.76,143.47,163.62,163.13,166.63,169.04,157.11,158.88,171.07,173.51,168.4,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
44,Lowe's,LOW,Consumer Cyclical,Home Improvement Retail,"72,148.00","4,281.00",120.05,116.24,117,106.57,107.2,86.05,80.74,104.75,102.5,130.35,129.89,135.12,135.4,148.91,149.9,164.69,164.41,165.86,167.34,158.1,159.89,155.82,155.82,160.51,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
45,Intel,INTC,Technology,Semiconductors,"71,965.00","21,048.00",60.24,63.93,64.455,55.52,55.79,54.12,52.5,59.98,58.83,62.93,62.4851,59.83,59.91,47.73,48.27,50.95,50.91,51.78,52.4,44.28,44.96,48.35,48.75,49.82,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
46,Facebook,FB,,,"70,697.00","18,485.00",,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
47,FedEx,FDX,Industrials,Integrated Freight & Logistics,"69,693.00",540,152.42,144.64,145.5,141.17,142.18,121.26,116.01,126.77,124.52,130.56,129.05,140.22,158.85,168.4,169.55,219.84,219.99,251.52,255.26,259.47,262.7,286.58,293.56,259.62,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
48,MetLife,MET,Financial Services,Insurance - Life,"69,620.00","5,899.00",51.28,49.71,49.75,42.72,42.93,30.57,28.46,36.08,35,36.01,35.82,36.52,36.51,37.85,37.47,38.46,38.32,37.17,37.24,37.85,38.09,46.17,47.29,46.95,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
49,Walt Disney,DIS,Communication Services,Entertainment,"69,570.00","11,054.00",145.29,138.31,139.79,117.65,119.13,96.6,93.5,108.15,106.36,117.3,117.26,111.51,112.82,116.94,116.17,131.87,131.92,124.08,124.94,121.25,122.24,148.01,149.57,181.18,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
50,Procter & Gamble,PG,Consumer Defensive,Household & Personal Products,"67,684.00","3,897.00",124.5,124.62,124.66,113.23,113.19,110,107.95,117.87,117.6,115.92,116,119.57,119.65,131.12,130.47,138.33,137.86,138.99,139.58,137.1,138.51,138.87,139.16,139.14,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
51,PepsiCo,PEP,Consumer Defensive,Beverages - Non-Alcoholic,"67,161.00","7,314.00",136.87,142.02,142.77,132.03,132,120.1,117.27,132.29,131.12,131.55,131.6,132.26,132.53,137.66,137.11,140.06,140.25,138.6,139.44,133.29,135.61,144.23,145.03,148.3,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
52,Humana,HUM,Healthcare,Healthcare Plans,"64,888.00","2,707.00",367.16,336.24,339.15,319.68,321.5,314.02,300,381.82,373.55,410.65,407.92,387.75,388.49,392.45,395.23,415.17,413.14,413.89,415.92,399.28,404,400.52,405.01,410.27,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
53,Prudential Financial,PRU,Financial Services,Insurance - Life,"64,807.00","4,186.00",94.04,91.06,91.65,75.45,76.02,52.14,48.5,62.37,60.38,60.96,60.78,60.9,61.02,63.37,63.69,67.77,67.29,63.52,63.91,64.02,65.19,75.62,77.77,78.07,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
54,Archer Daniels Midland,ADM,Consumer Defensive,Farm Products,"64,656.00","1,379.00",46.57,44.76,44.97,37.65,38.19,35.18,33.7,37.14,36.66,39.31,39.08,39.9,40.1,42.83,42.97,44.76,44.52,46.49,46.66,46.24,47.15,49.77,50.19,50.41,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
55,Albertsons,,,,"60,534.50",131.1,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
56,Sysco,SYY,Consumer Defensive,Food Distribution,"60,113.90","1,674.30",85.06,82.14,81.21,66.65,67.11,45.63,41.98,56.27,54.5,55.16,56.14,54.66,54.4,52.85,52.73,60.14,59.56,62.22,62.32,55.31,56.16,71.29,71.42,74.26,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
57,Lockheed Martin,LMT,Industrials,Aerospace & Defense,"59,812.00","6,230.00",392.86,428.12,429.52,369.87,371.35,338.95,324.83,389.06,385.64,388.44,388.94,364.92,366.34,378.97,376.84,390.26,387.82,383.28,384,350.13,356.12,365,368.47,354.98,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
58,HP,HPQ,Technology,Computer Hardware,"58,756.00","3,152.00",20.68,21.32,21.4,20.79,20.9,17.36,16.25,15.51,15.11,15.14,15.05,17.43,17.41,17.58,17.59,19.55,19.53,18.99,19.1,17.96,18.18,21.93,22.22,24.59,3.6,3.5,4.4,14.8,13.2,11,10.2,8.4,7.8,6.8,6.7,6.7,20960.199,21057.417,19979.944,18153.206,18961.995,19991.603,20314.556,20493.66,20730.599,20812.84,20626.048,20737.201
